bos_taurus ENSBTAG00000016293
bos_mutus ENSBMUG00000011958
bison_bison_bison ENSBBBG00000019915
ovis_aries ENSOARG00000003362
capra_hircus ENSCHIG00000019554
tursiops_truncatus ENSTTRG00000014222
sus_scrofa ENSSSCG00000024966
pteropus_vampyrus ENSPVAG00000000248
canis_lupus_dingo ENSCAFG00020016740
canis_lupus_familiaris ENSCAFG00000024962
vulpes_vulpes ENSVVUG00000009448
ailuropoda_melanoleuca ENSAMEG00000007949
ursus_americanus ENSUAMG00000026910
felis_catus ENSFCAG00000018518
felis_catus ENSFCAG00000040332
panthera_pardus ENSPPRG00000012936
panthera_tigris_altaica ENSPTIG00000017304
homo_sapiens ENSG00000214414
gorilla_gorilla ENSGGOG00000024146
pan_paniscus ENSPPAG00000032163
pan_troglodytes ENSPTRG00000046728
pan_troglodytes ENSPTRG00000051097
nomascus_leucogenys ENSNLEG00000015886
colobus_angolensis_palliatus ENSCANG00000024450
piliocolobus_tephrosceles ENSPTEG00000036032
rhinopithecus_bieti ENSRBIG00000011219
rhinopithecus_roxellana ENSRROG00000030332
macaca_mulatta ENSMMUG00000048340
macaca_fascicularis ENSMFAG00000043172
macaca_nemestrina ENSMNEG00000034320
chlorocebus_sabaeus ENSCSAG00000003587
cercocebus_atys ENSCATG00000032552
mandrillus_leucophaeus ENSMLEG00000044304
theropithecus_gelada ENSTGEG00000008885
papio_anubis ENSPANG00000031543
cebus_capucinus_imitator ENSCCAG00000031146
saimiri_boliviensis_boliviensis ENSSBOG00000029725
aotus_nancymaae ENSANAG00000024704
oryctolagus_cuniculus ENSOCUG00000026390
