calidris_pygmaea ENSCPGG00000018845
calidris_pugnax ENSCPUG00000018148
melopsittacus_undulatus ENSMUNG00000013248
cyanistes_caeruleus ENSCCEG00000015467
parus_major ENSPMJG00000013293
ficedula_albicollis ENSFALG00000012160
zonotrichia_albicollis ENSZALG00000002337
junco_hyemalis ENSJHYG00000004610
serinus_canaria ENSSCAG00000005655
lonchura_striata_domestica ENSLSDG00000015840
taeniopygia_guttata ENSTGUG00000002796
lepidothrix_coronata ENSLCOG00000009758
manacus_vitellinus ENSMVIG00005002605
anas_platyrhynchos_platyrhynchos ENSAPLG00000003240
anser_brachyrhynchus ENSABRG00000015664
gallus_gallus ENSGALG00000009598
coturnix_japonica ENSCJPG00005007189
meleagris_gallopavo ENSMGAG00000009215
numida_meleagris ENSNMEG00000014770
apteryx_rowi ENSARWG00000012798
apteryx_owenii ENSAOWG00000009384
apteryx_haastii ENSAHAG00000017518
dromaius_novaehollandiae ENSDNVG00000002954
nothoprocta_perdicaria ENSNPEG00000012439
taeniopygia_guttata ENSTGUG00000014220
crocodylus_porosus ENSCPRG00005001357
gopherus_agassizii ENSGAGG00000017949
chelonoidis_abingdonii ENSCABG00000005812
chrysemys_picta_bellii ENSCPBG00000001138
pelodiscus_sinensis ENSPSIG00000010709
pogona_vitticeps ENSPVIG00000015985
notechis_scutatus ENSNSUG00000011613
salvator_merianae ENSSMRG00000018731
anolis_carolinensis ENSACAG00000001213
sphenodon_punctatus ENSSPUG00000009384
ornithorhynchus_anatinus ENSOANG00000008558
ornithorhynchus_anatinus ENSOANG00000001424
phascolarctos_cinereus ENSPCIG00000009736
notamacropus_eugenii ENSMEUG00000003870
sarcophilus_harrisii ENSSHAG00000002391
monodelphis_domestica ENSMODG00000004398
castor_canadensis ENSCCNG00000010474
dipodomys_ordii ENSDORG00000004335
mus_spicilegus ENSMSIG00000000818
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015823
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026615
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015023
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028255
rattus_norvegicus ENSRNOG00000002393
meriones_unguiculatus ENSMUGG00000010909
peromyscus_maniculatus_bairdii ENSPEMG00000017287
microtus_ochrogaster ENSMOCG00000012748
cricetulus_griseus_crigri-picr ENSCGRG00015008514
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009885
cricetulus_griseus_crigri_1.0 ENSCGRG00000010134
mesocricetus_auratus ENSMAUG00000012512
nannospalax_galili ENSNGAG00000009088
jaculus_jaculus ENSJJAG00000022291
chinchilla_lanigera ENSCLAG00000003851
octodon_degus ENSODEG00000014961
cavia_porcellus ENSCPOG00000003586
cavia_aperea ENSCAPG00000005713
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001974
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003853
fukomys_damarensis ENSFDAG00000021307
urocitellus_parryii ENSUPAG00010009749
ictidomys_tridecemlineatus ENSSTOG00000011870
spermophilus_dauricus ENSSDAG00000004578
spermophilus_dauricus ENSSDAG00000004643
marmota_marmota_marmota ENSMMMG00000024193
oryctolagus_cuniculus ENSOCUG00000012039
ochotona_princeps ENSOPRG00000001503
tupaia_belangeri ENSTBEG00000008365
pan_paniscus ENSPPAG00000036757
pan_troglodytes ENSPTRG00000001995
homo_sapiens ENSG00000136628
gorilla_gorilla ENSGGOG00000012404
pongo_abelii ENSPPYG00000000210
nomascus_leucogenys ENSNLEG00000013988
macaca_nemestrina ENSMNEG00000023887
macaca_fascicularis ENSMFAG00000041902
macaca_mulatta ENSMMUG00000008722
theropithecus_gelada ENSTGEG00000006439
chlorocebus_sabaeus ENSCSAG00000015776
piliocolobus_tephrosceles ENSPTEG00000002153
papio_anubis ENSPANG00000004476
mandrillus_leucophaeus ENSMLEG00000032585
rhinopithecus_roxellana ENSRROG00000039885
rhinopithecus_bieti ENSRBIG00000034767
colobus_angolensis_palliatus ENSCANG00000022575
cercocebus_atys ENSCATG00000045050
saimiri_boliviensis_boliviensis ENSSBOG00000029926
