tursiops_truncatus ENSTTRG00000012636
vicugna_pacos ENSVPAG00000011469
bos_taurus ENSBTAG00000054173
bos_taurus ENSBTAG00000044154
bos_mutus ENSBMUG00000025092
bos_taurus ENSBTAG00000052340
bison_bison_bison ENSBBBG00000012616
bos_taurus ENSBTAG00000050662
bos_taurus ENSBTAG00000049506
bos_mutus ENSBMUG00000001662
bos_mutus ENSBMUG00000001707
bos_mutus ENSBMUG00000016127
bison_bison_bison ENSBBBG00000012629
bison_bison_bison ENSBBBG00000012625
bos_taurus ENSBTAG00000049468
capra_hircus ENSCHIG00000009372
capra_hircus ENSCHIG00000015280
ovis_aries ENSOARG00000014128
capra_hircus ENSCHIG00000009865
capra_hircus ENSCHIG00000010356
bison_bison_bison ENSBBBG00000012631
bison_bison_bison ENSBBBG00000012619
capra_hircus ENSCHIG00000016437
capra_hircus ENSCHIG00000011204
ovis_aries ENSOARG00000014148
vicugna_pacos ENSVPAG00000005137
pteropus_vampyrus ENSPVAG00000017563
equus_caballus ENSECAG00000033648
equus_caballus ENSECAG00000030864
equus_asinus_asinus ENSEASG00005007782
equus_caballus ENSECAG00000039361
equus_caballus ENSECAG00000029719
equus_asinus_asinus ENSEASG00005007780
pan_paniscus ENSPPAG00000030330
pan_troglodytes ENSPTRG00000013842
homo_sapiens ENSG00000285566
homo_sapiens ENSG00000187005
pongo_abelii ENSPPYG00000005406
nomascus_leucogenys ENSNLEG00000003439
papio_anubis ENSPANG00000032464
cercocebus_atys ENSCATG00000034414
mandrillus_leucophaeus ENSMLEG00000035329
macaca_nemestrina ENSMNEG00000035289
macaca_fascicularis ENSMFAG00000042479
piliocolobus_tephrosceles ENSPTEG00000014148
cebus_capucinus_imitator ENSCCAG00000030410
saimiri_boliviensis_boliviensis ENSSBOG00000035571
dasypus_novemcinctus ENSDNOG00000012039
