parus_major ENSPMJG00000012000
cyanistes_caeruleus ENSCCEG00000004997
taeniopygia_guttata ENSTGUG00000010028
lonchura_striata_domestica ENSLSDG00000010110
junco_hyemalis ENSJHYG00000016536
zonotrichia_albicollis ENSZALG00000004583
ficedula_albicollis ENSFALG00000011064
manacus_vitellinus ENSMVIG00005007064
manacus_vitellinus ENSMVIG00005003469
calidris_pygmaea ENSCPGG00000008104
calidris_pugnax ENSCPUG00000009444
melopsittacus_undulatus ENSMUNG00000002906
gallus_gallus ENSGALG00000008302
meleagris_gallopavo ENSMGAG00000010525
coturnix_japonica ENSCJPG00005021144
numida_meleagris ENSNMEG00000009859
anas_platyrhynchos_platyrhynchos ENSAPLG00000010975
apteryx_owenii ENSAOWG00000008148
apteryx_rowi ENSARWG00000014013
nothoprocta_perdicaria ENSNPEG00000009699
dromaius_novaehollandiae ENSDNVG00000016078
gopherus_agassizii ENSGAGG00000016514
chelonoidis_abingdonii ENSCABG00000010147
chrysemys_picta_bellii ENSCPBG00000024477
pelodiscus_sinensis ENSPSIG00000004629
pogona_vitticeps ENSPVIG00000011089
notechis_scutatus ENSNSUG00000020257
salvator_merianae ENSSMRG00000021524
anolis_carolinensis ENSACAG00000008727
sphenodon_punctatus ENSSPUG00000004225
anser_brachyrhynchus ENSABRG00000005836
serinus_canaria ENSSCAG00000014212
apteryx_haastii ENSAHAG00000002501
phascolarctos_cinereus ENSPCIG00000006525
notamacropus_eugenii ENSMEUG00000009244
sarcophilus_harrisii ENSSHAG00000011127
monodelphis_domestica ENSMODG00000019510
pan_troglodytes ENSPTRG00000007449
pan_paniscus ENSPPAG00000043374
homo_sapiens ENSG00000185043
gorilla_gorilla ENSGGOG00000004802
pongo_abelii ENSPPYG00000006777
nomascus_leucogenys ENSNLEG00000011967
mandrillus_leucophaeus ENSMLEG00000040444
chlorocebus_sabaeus ENSCSAG00000017104
cercocebus_atys ENSCATG00000040269
papio_anubis ENSPANG00000021466
theropithecus_gelada ENSTGEG00000006643
macaca_nemestrina ENSMNEG00000021177
macaca_fascicularis ENSMFAG00000002360
macaca_mulatta ENSMMUG00000004376
colobus_angolensis_palliatus ENSCANG00000000323
piliocolobus_tephrosceles ENSPTEG00000036149
rhinopithecus_bieti ENSRBIG00000020334
rhinopithecus_roxellana ENSRROG00000042529
saimiri_boliviensis_boliviensis ENSSBOG00000008160
cebus_capucinus_imitator ENSCCAG00000014836
callithrix_jacchus ENSCJAG00000009505
aotus_nancymaae ENSANAG00000038217
carlito_syrichta ENSTSYG00000007252
prolemur_simus ENSPSMG00000011115
microcebus_murinus ENSMICG00000037035
propithecus_coquereli ENSPCOG00000014951
otolemur_garnettii ENSOGAG00000009468
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030538
mus_spicilegus ENSMSIG00000017619
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030997
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029895
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013117
rattus_norvegicus ENSRNOG00000033498
meriones_unguiculatus ENSMUGG00000009958
meriones_unguiculatus ENSMUGG00000009853
cricetulus_griseus_crigri_1.0 ENSCGRG00000000142
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023687
cricetulus_griseus_crigri-picr ENSCGRG00015001918
mesocricetus_auratus ENSMAUG00000000589
peromyscus_maniculatus_bairdii ENSPEMG00000014252
microtus_ochrogaster ENSMOCG00000017460
nannospalax_galili ENSNGAG00000015587
jaculus_jaculus ENSJJAG00000023947
marmota_marmota_marmota ENSMMMG00000019691
urocitellus_parryii ENSUPAG00010015609
spermophilus_dauricus ENSSDAG00000003049
ictidomys_tridecemlineatus ENSSTOG00000010017
castor_canadensis ENSCCNG00000015346
dipodomys_ordii ENSDORG00000006216
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017189
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008756
fukomys_damarensis ENSFDAG00000015434
chinchilla_lanigera ENSCLAG00000010000
octodon_degus ENSODEG00000015561
cavia_porcellus ENSCPOG00000035061
cavia_aperea ENSCAPG00000017956
tupaia_belangeri ENSTBEG00000017262
capra_hircus ENSCHIG00000010453
ovis_aries ENSOARG00000012128
