ciona_intestinalis ENSCING00000014230
ciona_savignyi ENSCSAVG00000007805
caenorhabditis_elegans_strain_n2 WBGene00001823
apteryx_haastii ENSAHAG00000005726
apteryx_owenii ENSAOWG00000011688
apteryx_rowi ENSARWG00000018407
dromaius_novaehollandiae ENSDNVG00000000889
nothoprocta_perdicaria ENSNPEG00000003439
gallus_gallus ENSGALG00000003250
meleagris_gallopavo ENSMGAG00000004182
numida_meleagris ENSNMEG00000020929
coturnix_japonica ENSCJPG00005021462
anas_platyrhynchos_platyrhynchos ENSAPLG00000023450
anser_brachyrhynchus ENSABRG00000022787
lepidothrix_coronata ENSLCOG00000000969
manacus_vitellinus ENSMVIG00005014837
taeniopygia_guttata ENSTGUG00000017279
lonchura_striata_domestica ENSLSDG00000009469
junco_hyemalis ENSJHYG00000009909
ficedula_albicollis ENSFALG00000007818
cyanistes_caeruleus ENSCCEG00000021991
parus_major ENSPMJG00000010490
serinus_canaria ENSSCAG00000002549
calidris_pygmaea ENSCPGG00000006906
calidris_pugnax ENSCPUG00000020004
melopsittacus_undulatus ENSMUNG00000013472
crocodylus_porosus ENSCPRG00005004021
chelonoidis_abingdonii ENSCABG00000003341
gopherus_agassizii ENSGAGG00000016406
chrysemys_picta_bellii ENSCPBG00000013830
pelodiscus_sinensis ENSPSIG00000006354
anolis_carolinensis ENSACAG00000012674
pogona_vitticeps ENSPVIG00000022441
notechis_scutatus ENSNSUG00000011096
salvator_merianae ENSSMRG00000010942
sphenodon_punctatus ENSSPUG00000014977
phascolarctos_cinereus ENSPCIG00000000113
monodelphis_domestica ENSMODG00000005474
sarcophilus_harrisii ENSSHAG00000004327
dasypus_novemcinctus ENSDNOG00000049240
sorex_araneus ENSSARG00000003142
ursus_americanus ENSUAMG00000010400
ursus_maritimus ENSUMAG00000002783
ailuropoda_melanoleuca ENSAMEG00000011021
mustela_putorius_furo ENSMPUG00000008868
neovison_vison ENSNVIG00000019784
canis_lupus_dingo ENSCAFG00020003168
canis_lupus_familiaris ENSCAFG00000031613
vulpes_vulpes ENSVVUG00000025426
panthera_pardus ENSPPRG00000008461
panthera_tigris_altaica ENSPTIG00000007338
felis_catus ENSFCAG00000040485
bos_mutus ENSBMUG00000020353
bison_bison_bison ENSBBBG00000008358
ovis_aries ENSOARG00000003986
capra_hircus ENSCHIG00000014634
