choloepus_hoffmanni ENSCHOG00000011840
dasypus_novemcinctus ENSDNOG00000038250
loxodonta_africana ENSLAFG00000005393
procavia_capensis ENSPCAG00000001701
castor_canadensis ENSCCNG00000007047
dipodomys_ordii ENSDORG00000001867
cricetulus_griseus_crigri_1.0 ENSCGRG00000013105
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019825
cricetulus_griseus_crigri-picr ENSCGRG00015026216
mesocricetus_auratus ENSMAUG00000016723
peromyscus_maniculatus_bairdii ENSPEMG00000014593
microtus_ochrogaster ENSMOCG00000013419
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000010538
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026100
mus_spicilegus ENSMSIG00000029349
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025159
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026602
rattus_norvegicus ENSRNOG00000037552
meriones_unguiculatus ENSMUGG00000009573
urocitellus_parryii ENSUPAG00010004234
spermophilus_dauricus ENSSDAG00000023184
ictidomys_tridecemlineatus ENSSTOG00000001810
marmota_marmota_marmota ENSMMMG00000013564
oryctolagus_cuniculus ENSOCUG00000029754
ochotona_princeps ENSOPRG00000009244
prolemur_simus ENSPSMG00000020661
microcebus_murinus ENSMICG00000002266
propithecus_coquereli ENSPCOG00000018038
otolemur_garnettii ENSOGAG00000031578
chlorocebus_sabaeus ENSCSAG00000002131
rhinopithecus_roxellana ENSRROG00000026538
gorilla_gorilla ENSGGOG00000008582
aotus_nancymaae ENSANAG00000036292
cebus_capucinus_imitator ENSCCAG00000022149
saimiri_boliviensis_boliviensis ENSSBOG00000020015
callithrix_jacchus ENSCJAG00000005831
piliocolobus_tephrosceles ENSPTEG00000012317
colobus_angolensis_palliatus ENSCANG00000039082
rhinopithecus_bieti ENSRBIG00000036225
macaca_mulatta ENSMMUG00000004369
macaca_nemestrina ENSMNEG00000030389
cercocebus_atys ENSCATG00000032103
mandrillus_leucophaeus ENSMLEG00000015946
theropithecus_gelada ENSTGEG00000001507
papio_anubis ENSPANG00000019713
homo_sapiens ENSG00000163467
pan_paniscus ENSPPAG00000040738
pongo_abelii ENSPPYG00000000719
nomascus_leucogenys ENSNLEG00000012582
vicugna_pacos ENSVPAG00000009457
tursiops_truncatus ENSTTRG00000001408
capra_hircus ENSCHIG00000008701
ovis_aries ENSOARG00000005936
bos_mutus ENSBMUG00000014639
bos_taurus ENSBTAG00000049722
bison_bison_bison ENSBBBG00000015743
sus_scrofa ENSSSCG00000006486
sorex_araneus ENSSARG00000012359
erinaceus_europaeus ENSEEUG00000011224
pteropus_vampyrus ENSPVAG00000016762
vulpes_vulpes ENSVVUG00000005925
vulpes_vulpes ENSVVUG00000024856
canis_lupus_dingo ENSCAFG00020005438
neovison_vison ENSNVIG00000020774
mustela_putorius_furo ENSMPUG00000004391
ursus_americanus ENSUAMG00000013704
ursus_maritimus ENSUMAG00000017979
ailuropoda_melanoleuca ENSAMEG00000014561
panthera_pardus ENSPPRG00000007969
panthera_tigris_altaica ENSPTIG00000016816
felis_catus ENSFCAG00000029523
equus_asinus_asinus ENSEASG00005019110
equus_caballus ENSECAG00000020624
monodelphis_domestica ENSMODG00000016872
phascolarctos_cinereus ENSPCIG00000018932
