gasterosteus_aculeatus ENSGACG00000001609
hippocampus_comes ENSHCOG00000002498
maylandia_zebra ENSMZEG00005021527
pundamilia_nyererei ENSPNYG00000016711
astatotilapia_calliptera ENSACLG00000000677
haplochromis_burtoni ENSHBUG00000001197
neolamprologus_brichardi ENSNBRG00000010606
oreochromis_niloticus ENSONIG00000007828
amphilophus_citrinellus ENSACIG00000008636
amphiprion_percula ENSAPEG00000002655
cynoglossus_semilaevis ENSCSEG00000015177
periophthalmus_magnuspinnatus ENSPMGG00000019704
mastacembelus_armatus ENSMAMG00000009541
anabas_testudineus ENSATEG00000007260
seriola_lalandi_dorsalis ENSSLDG00000004066
gadus_morhua ENSGMOG00000000721
mola_mola ENSMMOG00000019265
seriola_lalandi_dorsalis ENSSLDG00000020852
poecilia_mexicana ENSPMEG00000005186
poecilia_formosa ENSPFOG00000001990
poecilia_latipinna ENSPLAG00000014928
xiphophorus_maculatus ENSXMAG00000015199
xiphophorus_couchianus ENSXCOG00000012886
gambusia_affinis ENSGAFG00000011299
fundulus_heteroclitus ENSFHEG00000023032
cyprinodon_variegatus ENSCVAG00000008249
oryzias_latipes_asm223471v1 ENSORLG00020022357
oryzias_latipes_asm223471v1 ENSORLG00020022355
oryzias_latipes_asm223471v1 ENSORLG00020022347
oryzias_latipes_asm223467v1 ENSORLG00000008197
oryzias_latipes_asm223469v1 ENSORLG00015023138
oryzias_melastigma ENSOMEG00000018190
oryzias_latipes_asm223471v1 ENSORLG00020022360
oryzias_melastigma ENSOMEG00000018254
acanthochromis_polyacanthus ENSAPOG00000011261
amphiprion_ocellaris ENSAOCG00000024042
stegastes_partitus ENSSPAG00000020386
scophthalmus_maximus ENSSMAG00000000810
seriola_dumerili ENSSDUG00000006293
takifugu_rubripes ENSTRUG00000007787
pygocentrus_nattereri ENSPNAG00000003988
astyanax_mexicanus ENSAMXG00000038176
ictalurus_punctatus ENSIPUG00000020463
paramormyrops_kingsleyae ENSPKIG00000011719
esox_lucius ENSELUG00000009884
poecilia_latipinna ENSPLAG00000014967
xiphophorus_couchianus ENSXCOG00000013075
fundulus_heteroclitus ENSFHEG00000010847
monopterus_albus ENSMALG00000003077
oryzias_latipes_asm223471v1 ENSORLG00020022362
choloepus_hoffmanni ENSCHOG00000009738
