prolemur_simus ENSPSMG00000004743
microcebus_murinus ENSMICG00000016119
propithecus_coquereli ENSPCOG00000027635
pan_paniscus ENSPPAG00000032278
pan_troglodytes ENSPTRG00000006589
homo_sapiens ENSG00000021645
gorilla_gorilla ENSGGOG00000042275
pongo_abelii ENSPPYG00000006036
nomascus_leucogenys ENSNLEG00000016802
macaca_fascicularis ENSMFAG00000031358
macaca_nemestrina ENSMNEG00000041014
macaca_mulatta ENSMMUG00000013842
theropithecus_gelada ENSTGEG00000026812
cercocebus_atys ENSCATG00000043855
colobus_angolensis_palliatus ENSCANG00000036689
rhinopithecus_roxellana ENSRROG00000043897
piliocolobus_tephrosceles ENSPTEG00000022880
callithrix_jacchus ENSCJAG00000017061
saimiri_boliviensis_boliviensis ENSSBOG00000009699
aotus_nancymaae ENSANAG00000029307
tupaia_belangeri ENSTBEG00000007725
castor_canadensis ENSCCNG00000002536
dipodomys_ordii ENSDORG00000002895
cricetulus_griseus_crigri-picr ENSCGRG00015003362
cricetulus_griseus_crigri_1.0 ENSCGRG00000016725
mesocricetus_auratus ENSMAUG00000013674
microtus_ochrogaster ENSMOCG00000020936
peromyscus_maniculatus_bairdii ENSPEMG00000019389
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066392
mus_spicilegus ENSMSIG00000030644
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018844
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017999
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029757
nannospalax_galili ENSNGAG00000001951
jaculus_jaculus ENSJJAG00000009577
urocitellus_parryii ENSUPAG00010012611
spermophilus_dauricus ENSSDAG00000013345
ictidomys_tridecemlineatus ENSSTOG00000015280
marmota_marmota_marmota ENSMMMG00000019580
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014937
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009369
fukomys_damarensis ENSFDAG00000009310
cavia_porcellus ENSCPOG00000011676
cavia_aperea ENSCAPG00000016848
octodon_degus ENSODEG00000012236
chinchilla_lanigera ENSCLAG00000011391
pteropus_vampyrus ENSPVAG00000009836
sorex_araneus ENSSARG00000005382
panthera_pardus ENSPPRG00000011581
panthera_tigris_altaica ENSPTIG00000013875
felis_catus ENSFCAG00000035096
neovison_vison ENSNVIG00000013778
mustela_putorius_furo ENSMPUG00000008697
capra_hircus ENSCHIG00000018507
capra_hircus ENSCHIG00000007536
ovis_aries ENSOARG00000002748
bos_taurus ENSBTAG00000050101
bison_bison_bison ENSBBBG00000020472
tursiops_truncatus ENSTTRG00000002024
vicugna_pacos ENSVPAG00000000581
papio_anubis ENSPANG00000029701
mandrillus_leucophaeus ENSMLEG00000035406
rhinopithecus_bieti ENSRBIG00000033001
cebus_capucinus_imitator ENSCCAG00000033544
carlito_syrichta ENSTSYG00000027230
otolemur_garnettii ENSOGAG00000006845
equus_caballus ENSECAG00000002117
equus_asinus_asinus ENSEASG00005020231
sus_scrofa ENSSSCG00000028942
canis_lupus_familiaris ENSCAFG00000030472
canis_lupus_familiaris ENSCAFG00000031135
canis_lupus_dingo ENSCAFG00020000628
vulpes_vulpes ENSVVUG00000016968
ursus_maritimus ENSUMAG00000007057
myotis_lucifugus ENSMLUG00000010515
dasypus_novemcinctus ENSDNOG00000046329
ochotona_princeps ENSOPRG00000008853
oryctolagus_cuniculus ENSOCUG00000029681
loxodonta_africana ENSLAFG00000006734
procavia_capensis ENSPCAG00000007089
choloepus_hoffmanni ENSCHOG00000011499
dasypus_novemcinctus ENSDNOG00000003244
echinops_telfairi ENSETEG00000015140
erinaceus_europaeus ENSEEUG00000003536
notamacropus_eugenii ENSMEUG00000001347
phascolarctos_cinereus ENSPCIG00000030856
monodelphis_domestica ENSMODG00000005150
anolis_carolinensis ENSACAG00000017328
pogona_vitticeps ENSPVIG00000000909
notechis_scutatus ENSNSUG00000000416
salvator_merianae ENSSMRG00000012395
sphenodon_punctatus ENSSPUG00000009242
chelonoidis_abingdonii ENSCABG00000022834
gopherus_agassizii ENSGAGG00000020884
chrysemys_picta_bellii ENSCPBG00000019965
