Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0924)   P(D|M,rr[2]=0.4011)   P(D|M,rr[3]=0.9527)   P(D|M,rr[4]=2.5538)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.053287        0.053287              0.053287              0.053287              0.053287              1                     
3      0.071586        0.071586              0.071586              0.071586              0.071586              1                     
4      0.022355        0.022355              0.022355              0.022355              0.022355              1                     
5      0.053287        0.053287              0.053287              0.053287              0.053287              1                     
6      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
7      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
8      0.062157        0.062157              0.062157              0.062157              0.062157              1                     
9      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
10     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
11     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
12     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
13     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
14     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
15     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
16     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
17     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
18     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
19     0.0646          0.0646                0.0646                0.0646                0.0646                1                     
20     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
21     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
22     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
23     0.0646          0.0646                0.0646                0.0646                0.0646                1                     
24     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
25     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
26     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
27     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
28     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
29     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
30     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
31     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
32     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
33     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
34     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
35     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
36     0.00381792      0.00116457            0.00376322            0.00549342            0.00485047            1.25971               
37     0.00183519      0.000497138           0.00164397            0.00254059            0.00265908            1.35089               
38     0.0617334       0.0924221             0.074298              0.0529955             0.0272179             0.641219              
39     0.0393961       0.0548327             0.0473372             0.0367091             0.0187053             0.677707              
40     0.00178065      9.96433e-05           0.000740743           0.00211542            0.00416678            1.81996               
41     0.00371517      0.000787015           0.00284501            0.00496773            0.0062609             1.4761                
42     0.0290877       0.0539703             0.0362056             0.019459              0.00671586            0.474412              
43     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
44     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
45     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
46     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
47     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
48     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
49     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
50     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
51     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
52     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
53     0.0646          0.0646                0.0646                0.0646                0.0646                1                     
54     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
55     0.0290877       0.0539703             0.0362056             0.019459              0.00671586            0.474412              
56     0.0316938       0.042441              0.0375377             0.0302362             0.0165602             0.710513              
57     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
58     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
60     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
61     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
62     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
63     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
64     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
65     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
66     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
67     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
68     0.040767        0.040767              0.040767              0.040767              0.040767              1                     
69     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
70     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
71     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
72     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
73     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
74     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
75     0.0114268       0.0202908             0.0147474             0.00850989            0.00215931            0.468453              
76     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
77     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
78     0.012066        0.012066              0.012066              0.012066              0.012066              1                     
79     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
80     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
81     3.19849e-06     2.21165e-07           2.46191e-06           5.62826e-06           4.48263e-06           1.39267               
82     6.50256e-05     4.13363e-06           4.62947e-05           0.000109556           0.000100118           1.45715               
83     4.91544e-05     2.86775e-05           6.89715e-05           6.59636e-05           3.30052e-05           0.902499              
84     1.87039e-05     6.81093e-07           9.01288e-06           2.74057e-05           3.77159e-05           1.68557               
85     1.82399e-06     2.0222e-09            1.21942e-07           9.94226e-07           6.17775e-06           2.29894               
86     0.00695211      0.0112482             0.00890186            0.00587261            0.00178575            0.53096               
87     4.01525e-07     4.84454e-10           2.97134e-08           2.42788e-07           1.33311e-06           2.27119               
88     3.44859e-05     1.19977e-07           5.86923e-06           3.42604e-05           9.76941e-05           2.0624                
89     0.03109         0.049525              0.0389914             0.0260179             0.00982581            0.563652              
90     0.0690854       0.0945444             0.0813596             0.0637184             0.0367194             0.708715              
91     0.0487039       0.074122              0.0600741             0.0422238             0.0183958             0.606472              
92     0.0035747       0.000673811           0.00260158            0.00486707            0.00615635            1.50116               
93     0.000119727     1.80331e-06           2.84397e-05           0.000116033           0.000332633           2.02877               
94     0.000212745     4.68281e-05           0.000169113           0.000291092           0.000343947           1.44287               
95     0.000474852     8.809e-05             0.000327158           0.000601262           0.0008829             1.56203               
96     0.000194337     3.17101e-05           0.000121179           0.000234015           0.000390444           1.63581               
97     1.43718e-05     2.05279e-07           3.22564e-06           1.31986e-05           4.08578e-05           2.05662               
98     3.4308e-07      1.60045e-09           7.72387e-08           4.09e-07              8.84482e-07           1.95258               
99     5.53639e-06     6.38677e-08           1.27274e-06           6.12183e-06           1.46871e-05           1.98038               
100    0.0209508       0.0468808             0.026292              0.00981396            0.000816328           0.313969              
101    0.000545979     7.0182e-05            0.000280807           0.00059288            0.00124005            1.76325               
102    0.0316938       0.042441              0.0375377             0.0302362             0.0165602             0.710513              
103    0.0425737       0.0664682             0.0524278             0.0357419             0.0156569             0.5943                
104    0.0421545       0.0718272             0.0527797             0.0321032             0.0119079             0.526644              
105    0.079066        0.079066              0.079066              0.079066              0.079066              1                     
106    0.062157        0.062157              0.062157              0.062157              0.062157              1                     
107    0.099081        0.099081              0.099081              0.099081              0.099081              1                     
108    0.04404         0.04404               0.04404               0.04404               0.04404               1                     
109    0.04404         0.04404               0.04404               0.04404               0.04404               1                     
110    0.053287        0.053287              0.053287              0.053287              0.053287              1                     
111    0.012066        0.012066              0.012066              0.012066              0.012066              1                     
112    0.079066        0.079066              0.079066              0.079066              0.079066              1                     
113    0.099081        0.099081              0.099081              0.099081              0.099081              1                     
114    0.053052        0.053052              0.053052              0.053052              0.053052              1                     
115    0.0214205       0.0447934             0.0259231             0.0113627             0.0036029             0.403381              
116    0.00192028      0.00026708            0.00111608            0.0023317             0.00396627            1.66939               
117    0.0014676       0.000308562           0.00104518            0.00175788            0.00275876            1.5617                
118    0.0337651       0.0533873             0.0422996             0.0285156             0.010858              0.568598              
119    0.099081        0.099081              0.099081              0.099081              0.099081              1                     
120    0.00256961      0.000514094           0.00187594            0.00335086            0.00453755            1.51583               
121    0.00574367      0.0018429             0.00582965            0.00825036            0.00705178            1.23517               
122    0.000976263     4.70802e-05           0.000328307           0.00101701            0.00251266            1.92616               
123    0.00670296      0.00188014            0.00632867            0.00975131            0.00885171            1.29077               
124    0.000545979     7.0182e-05            0.000280807           0.00059288            0.00124005            1.76325               
125    0.00237663      0.000273921           0.00116462            0.00261658            0.00545139            1.77847               
126    0.00133163      0.000256769           0.000935769           0.00168482            0.00244916            1.55052               
127    0.000751254     0.000310859           0.000915639           0.00113832            0.000640194           1.03674               
128    6.33769e-07     2.71956e-10           2.05388e-08           2.26689e-07           2.28758e-06           2.39291               
129    6.52884e-05     7.40629e-06           3.55307e-05           8.3024e-05            0.000135193           1.68211               
130    0.0318187       0.0606764             0.040107              0.0209183             0.00557332            0.438853              
131    0.00370106      0.00141952            0.00432898            0.00564515            0.00341061            1.07778               
132    0.0388875       0.0710209             0.0500412             0.0277208             0.00676723            0.452107              
133    0.037769        0.0545513             0.0462577             0.0346461             0.0156208             0.638714              
134    6.39644e-05     1.33771e-06           1.90273e-05           6.77655e-05           0.000167727           1.95678               
135    0.0571447       0.0916539             0.0713278             0.0472679             0.0183292             0.564004              
136    0.000452268     6.10989e-05           0.000247384           0.000520803           0.000979784           1.71536               
137    0.0236297       0.0390533             0.0300556             0.0192164             0.00619328            0.526749              
138    0.000340431     0.000209526           0.000517788           0.000483152           0.000151259           0.78844               
139    1.63089e-06     2.7981e-08            4.52056e-07           1.82115e-06           4.22236e-06           1.9471                
140    1.71741e-06     2.70318e-07           2.32051e-06           3.39723e-06           8.81594e-07           0.938008              
141    0.00040113      0.00013942            0.000447888           0.000627408           0.000389802           1.11295               
142    6.85777e-07     2.07803e-09           1.06921e-07           6.62834e-07           1.97127e-06           2.08114               
